"broodYr","retYr","System","fwAge","oAge","ret"
2017,2022,"Wood",0,4,1.04551480410187e-09
2017,2023,"Wood",0,5,1.01611174565074e-09
2017,2020,"Wood",1,1,36.2890241619886
2017,2021,"Wood",1,2,11139.8322127566
2017,2022,"Wood",1,3,3475.37673603094
2017,2023,"Wood",1,4,1.52459641716783
2017,2021,"Wood",2,1,3.52640258984431
2017,2022,"Wood",2,2,1226.11409871949
2017,2023,"Wood",2,3,1023.5098484034
2017,2022,"Wood",3,1,1.04554561519603e-09
2017,2023,"Wood",3,2,1.01611512322494e-09
2018,2020,"Wood",0,1,0
2018,2021,"Wood",0,2,1.05234529956014e-09
2018,2022,"Wood",0,3,1.79516854937164e-06
2018,2023,"Wood",0,4,1.01611437193665e-09
2018,2021,"Wood",1,1,8.5270164497955
2018,2022,"Wood",1,2,7504.56442223249
2018,2023,"Wood",1,3,5551.95645235595
2018,2022,"Wood",2,1,1.04554561519603e-09
2018,2023,"Wood",2,2,401.733631242237
2018,2023,"Wood",3,1,1.0161249051222e-09
2019,2021,"Wood",0,1,1.05229473555393e-09
2019,2022,"Wood",0,2,1.04551868628293e-09
2019,2023,"Wood",0,3,1.01611416224412e-09
2019,2022,"Wood",1,1,7.20808644721792
2019,2023,"Wood",1,2,3376.87858960114
2019,2023,"Wood",2,1,1.33722469875228
2020,2022,"Wood",0,1,1.04554561519603e-09
2020,2023,"Wood",0,2,1.01611512322494e-09
2020,2023,"Wood",1,1,61.9959102491449
2021,2023,"Wood",0,1,1.0161249051222e-09
1955,1963,"Nushagak",3,4,0
1956,1963,"Nushagak",1,5,0
1956,1963,"Nushagak",2,4,0
1956,1963,"Nushagak",3,3,0
1956,1964,"Nushagak",3,4,0
1957,1963,"Nushagak",0,5,0
1957,1963,"Nushagak",1,4,1.26013419591392e-11
1957,1964,"Nushagak",1,5,0
1957,1963,"Nushagak",2,3,3.91415684377897e-11
1957,1964,"Nushagak",2,4,0
1957,1963,"Nushagak",3,2,0
1957,1964,"Nushagak",3,3,0
1957,1965,"Nushagak",3,4,0
1958,1963,"Nushagak",0,4,1.24801752135747e-11
1958,1964,"Nushagak",0,5,0
1958,1963,"Nushagak",1,3,311.993271078413
1958,1964,"Nushagak",1,4,5.41973735932539e-12
1958,1965,"Nushagak",1,5,0
1958,1963,"Nushagak",2,2,65.8716955931703
1958,1964,"Nushagak",2,3,38.9948276753415
1958,1965,"Nushagak",2,4,0
1958,1963,"Nushagak",3,1,0
1958,1964,"Nushagak",3,2,0
1958,1965,"Nushagak",3,3,0
1958,1966,"Nushagak",3,4,0
1959,1963,"Nushagak",0,3,39.8698037515951
1959,1964,"Nushagak",0,4,0.003027314953495
1959,1965,"Nushagak",0,5,0
1959,1963,"Nushagak",1,2,4.97704998202916e-10
1959,1964,"Nushagak",1,3,1.42572418069264e-10
1959,1965,"Nushagak",1,4,0.601631835053041
1959,1966,"Nushagak",1,5,0
1959,1963,"Nushagak",2,1,1.26109200527051e-10
1959,1964,"Nushagak",2,2,169.010846296801
1959,1965,"Nushagak",2,3,41.6247542104351
1959,1966,"Nushagak",2,4,0
1959,1964,"Nushagak",3,1,0
1959,1965,"Nushagak",3,2,0
1959,1966,"Nushagak",3,3,0
1959,1967,"Nushagak",3,4,0
1960,1963,"Nushagak",0,2,1.41751423537394e-11
1960,1964,"Nushagak",0,3,51.3658478159364
1960,1965,"Nushagak",0,4,3.58919552440438
1960,1966,"Nushagak",0,5,0
1960,1963,"Nushagak",1,1,34.6629019428623
1960,1964,"Nushagak",1,2,1.24579769110065e-10
1960,1965,"Nushagak",1,3,213.741414127932
1960,1966,"Nushagak",1,4,2.22492367394788
1960,1967,"Nushagak",1,5,0
1960,1964,"Nushagak",2,1,0
1960,1965,"Nushagak",2,2,47.669842108658
1960,1966,"Nushagak",2,3,188.106892863916
1960,1967,"Nushagak",2,4,0
1960,1965,"Nushagak",3,1,0
1960,1966,"Nushagak",3,2,12.8006884543664
1960,1967,"Nushagak",3,3,0
1960,1968,"Nushagak",3,4,0
1961,1963,"Nushagak",0,1,0
1961,1964,"Nushagak",0,2,6.98033021072146
1961,1965,"Nushagak",0,3,51.758969050146
1961,1966,"Nushagak",0,4,2.46844334672247e-11
1961,1967,"Nushagak",0,5,0
1961,1964,"Nushagak",1,1,6.75690486047293e-11
1961,1965,"Nushagak",1,2,210.435634814627
1961,1966,"Nushagak",1,3,22.2404808150426
1961,1967,"Nushagak",1,4,2.21609672783912e-11
1961,1968,"Nushagak",1,5,0
1961,1965,"Nushagak",2,1,0
1961,1966,"Nushagak",2,2,166.547305970813
1961,1967,"Nushagak",2,3,8.20996334671657
1961,1968,"Nushagak",2,4,0
1961,1966,"Nushagak",3,1,0
1961,1967,"Nushagak",3,2,0
1961,1968,"Nushagak",3,3,0
1961,1969,"Nushagak",3,4,0
1962,1964,"Nushagak",0,1,0
1962,1965,"Nushagak",0,2,11.3139376373916
1962,1966,"Nushagak",0,3,19.6337410940758
1962,1967,"Nushagak",0,4,10.6647888798476
1962,1968,"Nushagak",0,5,0
1962,1965,"Nushagak",1,1,1.45100248237438
1962,1966,"Nushagak",1,2,0.0308085589248334
1962,1967,"Nushagak",1,3,2.193288634324e-10
1962,1968,"Nushagak",1,4,22.9247051085326
1962,1969,"Nushagak",1,5,0
1962,1966,"Nushagak",2,1,0
1962,1967,"Nushagak",2,2,66.3477629188134
1962,1968,"Nushagak",2,3,20.2820346079133
1962,1969,"Nushagak",2,4,0
1962,1967,"Nushagak",3,1,0
1962,1968,"Nushagak",3,2,0
1962,1969,"Nushagak",3,3,1.14480579293797e-12
1962,1970,"Nushagak",3,4,0
1963,1965,"Nushagak",0,1,0
1963,1966,"Nushagak",0,2,2.12858520545382e-11
1963,1967,"Nushagak",0,3,40.4424877793856
1963,1968,"Nushagak",0,4,38.7889232953817
1963,1969,"Nushagak",0,5,0
1963,1966,"Nushagak",1,1,4.59733442382781e-07
1963,1967,"Nushagak",1,2,1.47336812787502e-10
1963,1968,"Nushagak",1,3,4.96062425841608e-08
1963,1969,"Nushagak",1,4,0.226385665918363
1963,1970,"Nushagak",1,5,0
1963,1967,"Nushagak",2,1,0
1963,1968,"Nushagak",2,2,124.685099363518
1963,1969,"Nushagak",2,3,10.6976835430093
1963,1970,"Nushagak",2,4,0
1963,1968,"Nushagak",3,1,0
1963,1969,"Nushagak",3,2,0
1963,1970,"Nushagak",3,3,0
1963,1971,"Nushagak",3,4,0
1964,1966,"Nushagak",0,1,0
1964,1967,"Nushagak",0,2,13.9639895890665
1964,1968,"Nushagak",0,3,9.66059500080926
1964,1969,"Nushagak",0,4,1.35056420360344
1964,1970,"Nushagak",0,5,0
1964,1967,"Nushagak",1,1,1.20028433400669e-10
1964,1968,"Nushagak",1,2,2.94087569903273e-08
1964,1969,"Nushagak",1,3,51.3301631088867
1964,1970,"Nushagak",1,4,0
1964,1971,"Nushagak",1,5,0
1964,1968,"Nushagak",2,1,0
1964,1969,"Nushagak",2,2,15.0741527658751
1964,1970,"Nushagak",2,3,1.96288151105747
1964,1971,"Nushagak",2,4,0
1964,1969,"Nushagak",3,1,0
1964,1970,"Nushagak",3,2,0
1964,1971,"Nushagak",3,3,0
1964,1972,"Nushagak",3,4,0
1965,1967,"Nushagak",0,1,0
1965,1968,"Nushagak",0,2,2.11699596444676
1965,1969,"Nushagak",0,3,13.934202324427
1965,1970,"Nushagak",0,4,0
1965,1971,"Nushagak",0,5,0
1965,1968,"Nushagak",1,1,2.69572176100366e-08
1965,1969,"Nushagak",1,2,86.1401087622058
1965,1970,"Nushagak",1,3,672.473511216871
1965,1971,"Nushagak",1,4,3.4484031941831e-09
1965,1972,"Nushagak",1,5,0
1965,1969,"Nushagak",2,1,7.62517406486189e-13
1965,1970,"Nushagak",2,2,5.08887342001168
1965,1971,"Nushagak",2,3,1.43313366192182e-10
1965,1972,"Nushagak",2,4,0
1965,1970,"Nushagak",3,1,0
1965,1971,"Nushagak",3,2,0
1965,1972,"Nushagak",3,3,0
1965,1973,"Nushagak",3,4,0
1966,1968,"Nushagak",0,1,0
1966,1969,"Nushagak",0,2,4.96843670143304
1966,1970,"Nushagak",0,3,83.4429337882092
1966,1971,"Nushagak",0,4,1.06056154503267
1966,1972,"Nushagak",0,5,0
1966,1969,"Nushagak",1,1,0.669868047131506
1966,1970,"Nushagak",1,2,91.3533322463138
1966,1971,"Nushagak",1,3,520.070546104353
1966,1972,"Nushagak",1,4,1.78107359213406e-12
1966,1973,"Nushagak",1,5,2.46029376275652e-07
1966,1970,"Nushagak",2,1,2.62524719200348e-12
1966,1971,"Nushagak",2,2,4.87039049382313e-11
1966,1972,"Nushagak",2,3,1.25348326017719e-12
1966,1973,"Nushagak",2,4,8.20606497371859e-12
1966,1971,"Nushagak",3,1,0
1966,1972,"Nushagak",3,2,0
1966,1973,"Nushagak",3,3,0
1966,1974,"Nushagak",3,4,0
1967,1969,"Nushagak",0,1,0
1967,1970,"Nushagak",0,2,9.14792490703159
1967,1971,"Nushagak",0,3,26.6397072198541
1967,1972,"Nushagak",0,4,0
1967,1973,"Nushagak",0,5,2.51830831347733e-07
1967,1970,"Nushagak",1,1,2.29005744378872
1967,1971,"Nushagak",1,2,118.677086274913
1967,1972,"Nushagak",1,3,47.4737888034528
1967,1973,"Nushagak",1,4,4.04809057734382
1967,1974,"Nushagak",1,5,0
1967,1971,"Nushagak",2,1,7.84340452592521
1967,1972,"Nushagak",2,2,4.51013586884221
1967,1973,"Nushagak",2,3,6.40288877447561
1967,1974,"Nushagak",2,4,0
1967,1972,"Nushagak",3,1,0
1967,1973,"Nushagak",3,2,0
1967,1974,"Nushagak",3,3,0
1967,1975,"Nushagak",3,4,0
1968,1970,"Nushagak",0,1,0
1968,1971,"Nushagak",0,2,2.5714299467464e-11
1968,1972,"Nushagak",0,3,1.31945606327401e-12
1968,1973,"Nushagak",0,4,7.85386379608574
1968,1974,"Nushagak",0,5,0
1968,1971,"Nushagak",1,1,7.45608196401704e-11
1968,1972,"Nushagak",1,2,35.1901466128597
1968,1973,"Nushagak",1,3,293.844575409648
1968,1974,"Nushagak",1,4,2.76040446788406
1968,1975,"Nushagak",1,5,0
1968,1972,"Nushagak",2,1,0
1968,1973,"Nushagak",2,2,3.75632791667341e-12
1968,1974,"Nushagak",2,3,4.5304813349625
1968,1975,"Nushagak",2,4,0
1968,1973,"Nushagak",3,1,0
1968,1974,"Nushagak",3,2,0
1968,1975,"Nushagak",3,3,0
1968,1976,"Nushagak",3,4,0
1969,1971,"Nushagak",0,1,0
1969,1972,"Nushagak",0,2,0
1969,1973,"Nushagak",0,3,97.5068810194013
1969,1974,"Nushagak",0,4,5.02587323738225
1969,1975,"Nushagak",0,5,0
1969,1972,"Nushagak",1,1,0
1969,1973,"Nushagak",1,2,4.81498787861668
1969,1974,"Nushagak",1,3,66.8890585368387
1969,1975,"Nushagak",1,4,4.04532072590585
1969,1976,"Nushagak",1,5,0
1969,1973,"Nushagak",2,1,0
1969,1974,"Nushagak",2,2,36.8211287551858
1969,1975,"Nushagak",2,3,278.589140411939
1969,1976,"Nushagak",2,4,0
1969,1974,"Nushagak",3,1,0
1969,1975,"Nushagak",3,2,0
1969,1976,"Nushagak",3,3,0
1969,1977,"Nushagak",3,4,0
1970,1972,"Nushagak",0,1,0
1970,1973,"Nushagak",0,2,2.65371836140932
1970,1974,"Nushagak",0,3,3.36978261572173
1970,1975,"Nushagak",0,4,1.03634744445765e-11
1970,1976,"Nushagak",0,5,0
1970,1973,"Nushagak",1,1,0
1970,1974,"Nushagak",1,2,127.285038822224
1970,1975,"Nushagak",1,3,12.1689357351165
1970,1976,"Nushagak",1,4,3.442495114493
1970,1977,"Nushagak",1,5,0
1970,1974,"Nushagak",2,1,0.486230509462073
1970,1975,"Nushagak",2,2,745.792847957961
1970,1976,"Nushagak",2,3,93.5645785637221
1970,1977,"Nushagak",2,4,0
1970,1975,"Nushagak",3,1,0
1970,1976,"Nushagak",3,2,0
1970,1977,"Nushagak",3,3,0
1970,1978,"Nushagak",3,4,0
1971,1973,"Nushagak",0,1,0
1971,1974,"Nushagak",0,2,1.21067305375856
1971,1975,"Nushagak",0,3,9.60137145104713
1971,1976,"Nushagak",0,4,0
1971,1977,"Nushagak",0,5,0
1971,1974,"Nushagak",1,1,3.81614181994693
1971,1975,"Nushagak",1,2,0.000985516489448215
1971,1976,"Nushagak",1,3,807.916233670052
1971,1977,"Nushagak",1,4,2.5964900809137
1971,1978,"Nushagak",1,5,0
1971,1975,"Nushagak",2,1,0.000757645511168111
1971,1976,"Nushagak",2,2,28.3548229357604
1971,1977,"Nushagak",2,3,157.501435867489
1971,1978,"Nushagak",2,4,0
1971,1976,"Nushagak",3,1,0
1971,1977,"Nushagak",3,2,0
1971,1978,"Nushagak",3,3,0
1971,1979,"Nushagak",3,4,0
1972,1974,"Nushagak",0,1,0
1972,1975,"Nushagak",0,2,3.59843890147059
1972,1976,"Nushagak",0,3,75.2293131950221
1972,1977,"Nushagak",0,4,0.887015611742288
1972,1978,"Nushagak",0,5,0.12814740443789
1972,1975,"Nushagak",1,1,4.11505140000129e-06
1972,1976,"Nushagak",1,2,71.0341837502203
1972,1977,"Nushagak",1,3,863.254686828519
1972,1978,"Nushagak",1,4,7.44600466825118e-09
1972,1979,"Nushagak",1,5,0
1972,1976,"Nushagak",2,1,0
1972,1977,"Nushagak",2,2,46.1300749290615
1972,1978,"Nushagak",2,3,87.7180445293384
1972,1979,"Nushagak",2,4,0
1972,1977,"Nushagak",3,1,0
1972,1978,"Nushagak",3,2,0
1972,1979,"Nushagak",3,3,0
1972,1980,"Nushagak",3,4,0
1973,1975,"Nushagak",0,1,0
1973,1976,"Nushagak",0,2,4.04562272461216
1973,1977,"Nushagak",0,3,25.3017215071814
1973,1978,"Nushagak",0,4,1.81577618917553
1973,1979,"Nushagak",0,5,0
1973,1976,"Nushagak",1,1,0
1973,1977,"Nushagak",1,2,6.57508166448096e-06
1973,1978,"Nushagak",1,3,1231.77849619891
1973,1979,"Nushagak",1,4,12.0616407165784
1973,1980,"Nushagak",1,5,0
1973,1977,"Nushagak",2,1,0
1973,1978,"Nushagak",2,2,61.5621412000931
1973,1979,"Nushagak",2,3,43.0188672895066
1973,1980,"Nushagak",2,4,0
1973,1978,"Nushagak",3,1,0
1973,1979,"Nushagak",3,2,0.604912084759761
1973,1980,"Nushagak",3,3,0
1973,1981,"Nushagak",3,4,0
1974,1976,"Nushagak",0,1,0
1974,1977,"Nushagak",0,2,1.11157367406135
1974,1978,"Nushagak",0,3,3.2799491765069e-11
1974,1979,"Nushagak",0,4,1.21585361887587e-11
1974,1980,"Nushagak",0,5,0
1974,1977,"Nushagak",1,1,0
1974,1978,"Nushagak",1,2,4.7053893377783e-09
1974,1979,"Nushagak",1,3,0.0696366241857652
1974,1980,"Nushagak",1,4,7.64943935123092e-12
1974,1981,"Nushagak",1,5,0
1974,1978,"Nushagak",2,1,2.27270790944936e-10
1974,1979,"Nushagak",2,2,347.527833855794
1974,1980,"Nushagak",2,3,34.9137490628905
1974,1981,"Nushagak",2,4,0
1974,1979,"Nushagak",3,1,0
1974,1980,"Nushagak",3,2,0
1974,1981,"Nushagak",3,3,0
1974,1982,"Nushagak",3,4,0
1975,1977,"Nushagak",0,1,0
1975,1978,"Nushagak",0,2,15.2313336721392
1975,1979,"Nushagak",0,3,16.6040741026542
1975,1980,"Nushagak",0,4,13.5477779884143
1975,1981,"Nushagak",0,5,0
1975,1978,"Nushagak",1,1,33.5977301883004
1975,1979,"Nushagak",1,2,622.88005626241
1975,1980,"Nushagak",1,3,4934.29318419978
1975,1981,"Nushagak",1,4,95.3628937858531
1975,1982,"Nushagak",1,5,0
1975,1979,"Nushagak",2,1,0
1975,1980,"Nushagak",2,2,154.757080823384
1975,1981,"Nushagak",2,3,108.87470253407
1975,1982,"Nushagak",2,4,0
1975,1980,"Nushagak",3,1,0
1975,1981,"Nushagak",3,2,0
1975,1982,"Nushagak",3,3,0
1975,1983,"Nushagak",3,4,0
1976,1978,"Nushagak",0,1,0
1976,1979,"Nushagak",0,2,6.03260467756801
1976,1980,"Nushagak",0,3,62.3808344123591
1976,1981,"Nushagak",0,4,9.75838012187993e-12
1976,1982,"Nushagak",0,5,2.59598894958654
1976,1979,"Nushagak",1,1,0
1976,1980,"Nushagak",1,2,190.046542386955
1976,1981,"Nushagak",1,3,3422.92256150981
1976,1982,"Nushagak",1,4,57.9704165934087
1976,1983,"Nushagak",1,5,0
1976,1980,"Nushagak",2,1,3.82465594221543e-12
1976,1981,"Nushagak",2,2,203.259642114185
1976,1982,"Nushagak",2,3,406.715382633708
1976,1983,"Nushagak",2,4,4.28498874291773e-11
1976,1981,"Nushagak",3,1,0
1976,1982,"Nushagak",3,2,0
1976,1983,"Nushagak",3,3,0
1976,1984,"Nushagak",3,4,0
1977,1979,"Nushagak",0,1,0
1977,1980,"Nushagak",0,2,0
1977,1981,"Nushagak",0,3,16.1361622511056
1977,1982,"Nushagak",0,4,63.7703176394488
1977,1983,"Nushagak",0,5,0
1977,1980,"Nushagak",1,1,3.05972475377234e-12
1977,1981,"Nushagak",1,2,21.2739792365081
1977,1982,"Nushagak",1,3,3028.33045357446
1977,1983,"Nushagak",1,4,92.5374152047672
1977,1984,"Nushagak",1,5,0
1977,1981,"Nushagak",2,1,7.96362566408149
1977,1982,"Nushagak",2,2,2.90340655514435e-12
1977,1983,"Nushagak",2,3,6.07661251557324
1977,1984,"Nushagak",2,4,0
1977,1982,"Nushagak",3,1,0
1977,1983,"Nushagak",3,2,4.04075740410298e-12
1977,1984,"Nushagak",3,3,0
1977,1985,"Nushagak",3,4,0
1978,1980,"Nushagak",0,1,0
1978,1981,"Nushagak",0,2,1.15880763941388e-11
1978,1982,"Nushagak",0,3,345.825411301185
1978,1983,"Nushagak",0,4,133.718047727785
1978,1984,"Nushagak",0,5,0
1978,1981,"Nushagak",1,1,0
1978,1982,"Nushagak",1,2,89.1064176431423
1978,1983,"Nushagak",1,3,933.191771299763
1978,1984,"Nushagak",1,4,4.54544744430436e-11
1978,1985,"Nushagak",1,5,0
1978,1982,"Nushagak",2,1,0
1978,1983,"Nushagak",2,2,11.8830628468104
1978,1984,"Nushagak",2,3,3.74406882993933e-12
1978,1985,"Nushagak",2,4,0
1978,1983,"Nushagak",3,1,0
1978,1984,"Nushagak",3,2,0
1978,1985,"Nushagak",3,3,0
1978,1986,"Nushagak",3,4,0
1979,1981,"Nushagak",0,1,0
1979,1982,"Nushagak",0,2,72.8632049650124
1979,1983,"Nushagak",0,3,529.083819648471
1979,1984,"Nushagak",0,4,1.35704662828151e-10
1979,1985,"Nushagak",0,5,0
1979,1982,"Nushagak",1,1,9.68270931008743e-13
1979,1983,"Nushagak",1,2,430.996667258683
1979,1984,"Nushagak",1,3,767.683427626758
1979,1985,"Nushagak",1,4,45.5255038700406
1979,1986,"Nushagak",1,5,0
1979,1983,"Nushagak",2,1,0
1979,1984,"Nushagak",2,2,2.64660711400162e-12
1979,1985,"Nushagak",2,3,5.61533459673433e-12
1979,1986,"Nushagak",2,4,0
1979,1984,"Nushagak",3,1,0
1979,1985,"Nushagak",3,2,0
1979,1986,"Nushagak",3,3,0
1979,1987,"Nushagak",3,4,0
1980,1982,"Nushagak",0,1,0
1980,1983,"Nushagak",0,2,22.4362069590502
1980,1984,"Nushagak",0,3,523.064779439511
1980,1985,"Nushagak",0,4,34.5044839765543
1980,1986,"Nushagak",0,5,0
1980,1983,"Nushagak",1,1,0
1980,1984,"Nushagak",1,2,19.76834400461
1980,1985,"Nushagak",1,3,312.947335906828
1980,1986,"Nushagak",1,4,8.81991913053572
1980,1987,"Nushagak",1,5,0
1980,1984,"Nushagak",2,1,0
1980,1985,"Nushagak",2,2,167.393190781693
1980,1986,"Nushagak",2,3,121.331438567855
1980,1987,"Nushagak",2,4,6.68644213363287e-12
1980,1985,"Nushagak",3,1,0
1980,1986,"Nushagak",3,2,0
1980,1987,"Nushagak",3,3,0
1980,1988,"Nushagak",3,4,0
1981,1983,"Nushagak",0,1,0
1981,1984,"Nushagak",0,2,30.3038835998973
1981,1985,"Nushagak",0,3,101.602148820468
1981,1986,"Nushagak",0,4,8.93103686106147
1981,1987,"Nushagak",0,5,0
1981,1984,"Nushagak",1,1,0
1981,1985,"Nushagak",1,2,250.006004236372
1981,1986,"Nushagak",1,3,1576.92465664309
1981,1987,"Nushagak",1,4,5.80433139481424
1981,1988,"Nushagak",1,5,0
1981,1985,"Nushagak",2,1,0
1981,1986,"Nushagak",2,2,2.6118873910791
1981,1987,"Nushagak",2,3,4.61320123559136e-10
1981,1988,"Nushagak",2,4,0.57275570291166
1981,1986,"Nushagak",3,1,0
1981,1987,"Nushagak",3,2,0
1981,1988,"Nushagak",3,3,0
1981,1989,"Nushagak",3,4,0
1982,1984,"Nushagak",0,1,0
1982,1985,"Nushagak",0,2,82.4700296336754
1982,1986,"Nushagak",0,3,420.279408315352
1982,1987,"Nushagak",0,4,34.0306013980189
1982,1988,"Nushagak",0,5,0
1982,1985,"Nushagak",1,1,1.1946158651292
1982,1986,"Nushagak",1,2,125.109028118001
1982,1987,"Nushagak",1,3,594.091303099712
1982,1988,"Nushagak",1,4,71.3453274444259
1982,1989,"Nushagak",1,5,0
1982,1986,"Nushagak",2,1,0
1982,1987,"Nushagak",2,2,1.73804769461259e-10
1982,1988,"Nushagak",2,3,6.62818566532267
1982,1989,"Nushagak",2,4,0
1982,1987,"Nushagak",3,1,0
1982,1988,"Nushagak",3,2,0
1982,1989,"Nushagak",3,3,0
1982,1990,"Nushagak",3,4,0
1983,1985,"Nushagak",0,1,0
1983,1986,"Nushagak",0,2,115.054711935882
1983,1987,"Nushagak",0,3,502.45347950264
1983,1988,"Nushagak",0,4,111.519902338948
1983,1989,"Nushagak",0,5,0
1983,1986,"Nushagak",1,1,0.275840543219469
1983,1987,"Nushagak",1,2,233.673059310938
1983,1988,"Nushagak",1,3,543.194450703628
1983,1989,"Nushagak",1,4,17.2098301304073
1983,1990,"Nushagak",1,5,0
1983,1987,"Nushagak",2,1,0
1983,1988,"Nushagak",2,2,5.89014117376119
1983,1989,"Nushagak",2,3,19.4665013185819
1983,1990,"Nushagak",2,4,0
1983,1988,"Nushagak",3,1,0
1983,1989,"Nushagak",3,2,0
1983,1990,"Nushagak",3,3,0
1983,1991,"Nushagak",3,4,0
1984,1986,"Nushagak",0,1,8.90187842235939e-11
1984,1987,"Nushagak",0,2,10.1471559370988
1984,1988,"Nushagak",0,3,218.564409449476
1984,1989,"Nushagak",0,4,26.5332433224767
1984,1990,"Nushagak",0,5,0
1984,1987,"Nushagak",1,1,1.55128756194565e-08
1984,1988,"Nushagak",1,2,46.7705412210206
1984,1989,"Nushagak",1,3,432.52259171639
1984,1990,"Nushagak",1,4,20.8576808012175
1984,1991,"Nushagak",1,5,0
1984,1988,"Nushagak",2,1,0
1984,1989,"Nushagak",2,2,3.96182012938278
1984,1990,"Nushagak",2,3,1.88990831878611
1984,1991,"Nushagak",2,4,0
1984,1989,"Nushagak",3,1,0
1984,1990,"Nushagak",3,2,0
1984,1991,"Nushagak",3,3,0
1984,1992,"Nushagak",3,4,0
1985,1987,"Nushagak",0,1,0
1985,1988,"Nushagak",0,2,85.5905135228253
1985,1989,"Nushagak",0,3,533.284555659323
1985,1990,"Nushagak",0,4,63.4754929572769
1985,1991,"Nushagak",0,5,0
1985,1988,"Nushagak",1,1,0
1985,1989,"Nushagak",1,2,63.4780956455417
1985,1990,"Nushagak",1,3,638.819125362922
1985,1991,"Nushagak",1,4,18.4635061369168
1985,1992,"Nushagak",1,5,0
1985,1989,"Nushagak",2,1,0
1985,1990,"Nushagak",2,2,2.85839739710762
1985,1991,"Nushagak",2,3,10.90023944139
1985,1992,"Nushagak",2,4,6.60074031248278e-12
1985,1990,"Nushagak",3,1,0
1985,1991,"Nushagak",3,2,0
1985,1992,"Nushagak",3,3,0
1985,1993,"Nushagak",3,4,0
1986,1988,"Nushagak",0,1,0
1986,1989,"Nushagak",0,2,94.2814228582066
1986,1990,"Nushagak",0,3,803.990206117516
1986,1991,"Nushagak",0,4,54.0404706513052
1986,1992,"Nushagak",0,5,0
1986,1989,"Nushagak",1,1,0
1986,1990,"Nushagak",1,2,98.0204532820955
1986,1991,"Nushagak",1,3,791.155337996986
1986,1992,"Nushagak",1,4,200.173728419799
1986,1993,"Nushagak",1,5,0
1986,1990,"Nushagak",2,1,0
1986,1991,"Nushagak",2,2,2.42536906225103e-12
1986,1992,"Nushagak",2,3,50.0924590511316
1986,1993,"Nushagak",2,4,0.819518466962662
1986,1991,"Nushagak",3,1,0
1986,1992,"Nushagak",3,2,0
1986,1993,"Nushagak",3,3,0
1986,1994,"Nushagak",3,4,0
1987,1989,"Nushagak",0,1,0
1987,1990,"Nushagak",0,2,174.614990794573
1987,1991,"Nushagak",0,3,667.893303065515
1987,1992,"Nushagak",0,4,217.691062776329
1987,1993,"Nushagak",0,5,0
1987,1990,"Nushagak",1,1,0
1987,1991,"Nushagak",1,2,32.9938193841774
1987,1992,"Nushagak",1,3,660.534688197484
1987,1993,"Nushagak",1,4,122.52150793225
1987,1994,"Nushagak",1,5,0
1987,1991,"Nushagak",2,1,0
1987,1992,"Nushagak",2,2,15.7351581001703
1987,1993,"Nushagak",2,3,11.5168172206779
1987,1994,"Nushagak",2,4,1.95492616446782
1987,1992,"Nushagak",3,1,0
1987,1993,"Nushagak",3,2,0
1987,1994,"Nushagak",3,3,0
1987,1995,"Nushagak",3,4,0
1988,1990,"Nushagak",0,1,0
1988,1991,"Nushagak",0,2,53.5199505344395
1988,1992,"Nushagak",0,3,450.950245648164
1988,1993,"Nushagak",0,4,110.42981411821
1988,1994,"Nushagak",0,5,0
1988,1991,"Nushagak",1,1,0
1988,1992,"Nushagak",1,2,206.199488894642
1988,1993,"Nushagak",1,3,1651.45331197424
1988,1994,"Nushagak",1,4,72.2285291943184
1988,1995,"Nushagak",1,5,0
1988,1992,"Nushagak",2,1,0
1988,1993,"Nushagak",2,2,5.34342696160615
1988,1994,"Nushagak",2,3,7.21385639179295
1988,1995,"Nushagak",2,4,0
1988,1993,"Nushagak",3,1,0
1988,1994,"Nushagak",3,2,0
1988,1995,"Nushagak",3,3,0
1988,1996,"Nushagak",3,4,0
1989,1991,"Nushagak",0,1,0
1989,1992,"Nushagak",0,2,87.4973427589635
1989,1993,"Nushagak",0,3,463.980437262671
1989,1994,"Nushagak",0,4,19.9813658297456
1989,1995,"Nushagak",0,5,0
1989,1992,"Nushagak",1,1,0
1989,1993,"Nushagak",1,2,105.90423479021
1989,1994,"Nushagak",1,3,693.606135894039
1989,1995,"Nushagak",1,4,22.4746764560016
1989,1996,"Nushagak",1,5,0
1989,1993,"Nushagak",2,1,0
1989,1994,"Nushagak",2,2,1.12602302647214
1989,1995,"Nushagak",2,3,3.91995069701234
1989,1996,"Nushagak",2,4,0
1989,1994,"Nushagak",3,1,0
1989,1995,"Nushagak",3,2,0.2319033956655
1989,1996,"Nushagak",3,3,0
1989,1997,"Nushagak",3,4,0
1990,1992,"Nushagak",0,1,0
1990,1993,"Nushagak",0,2,108.080063342607
1990,1994,"Nushagak",0,3,588.589891074616
1990,1995,"Nushagak",0,4,113.334825345717
1990,1996,"Nushagak",0,5,0
1990,1993,"Nushagak",1,1,0
1990,1994,"Nushagak",1,2,37.8283554258622
1990,1995,"Nushagak",1,3,292.042135124859
1990,1996,"Nushagak",1,4,8.43266960914471
1990,1997,"Nushagak",1,5,6.13404510585651e-08
1990,1994,"Nushagak",2,1,0
1990,1995,"Nushagak",2,2,13.2385024945542
1990,1996,"Nushagak",2,3,21.7905066473849
1990,1997,"Nushagak",2,4,5.91023794654447
1990,1995,"Nushagak",3,1,0
